param                                 mean       std       2.5q       25q       50q       75q      97.5q    mc_err
t_subj(AN.food).42                0.183987  0.005791   0.171319  0.180361  0.184523   0.18827   0.193438  0.000211
t_subj(AN.food).48                0.126112  0.012831   0.099343    0.1176  0.127148   0.13503    0.14847  0.000418
t_subj(AN.food).50                0.237171     0.007   0.225976  0.232146  0.235893  0.241165   0.252209  0.000312
t_subj(AN.food).51                0.201636  0.010754   0.178128  0.195549  0.203125  0.208588   0.221853   0.00043
t_subj(AN.food).54                0.138934  0.011609   0.113781  0.131943  0.140061  0.146957   0.159416  0.000375
t_subj(AN.food).56                0.380521  0.016834    0.34631   0.36984  0.380574  0.391936   0.413278  0.000854
t_subj(AN.food).58                0.166881  0.020988   0.130204  0.151397  0.165489  0.182632   0.207515  0.000589
t_subj(AN.food).59                0.078012  0.012891    0.05133  0.069924   0.07844   0.08668   0.102568  0.000448
t_subj(AN.food).61                 0.16145  0.016728   0.128694  0.149085  0.164277  0.174092   0.188068  0.000522
t_subj(AN.food).62                0.078998  0.012823   0.053258  0.070631  0.079295  0.088396   0.102285  0.000371
t_subj(AN.neutral).1              0.100558  0.008284   0.082426   0.09522  0.100965  0.106354   0.115041  0.000296
t_subj(AN.neutral).6              0.168464  0.011027   0.146456  0.160299  0.170184  0.177268   0.185439  0.000396
t_subj(AN.neutral).7              0.130107  0.013943   0.103904  0.120755   0.12932  0.138806   0.159399  0.000427
t_subj(AN.neutral).9              0.115409  0.008038   0.098107  0.110438  0.116169   0.12101   0.130187   0.00025
t_subj(AN.neutral).10             0.635603  0.007786   0.618183  0.631601  0.636497   0.64035    0.64964  0.000281
t_subj(AN.neutral).11             0.300896  0.015173   0.266627   0.29097  0.301504  0.312383   0.325677  0.000591
t_subj(AN.neutral).12             0.124336  0.011735    0.09902  0.117014  0.125083  0.132268   0.145947  0.000396
t_subj(AN.neutral).13              0.12137  0.005086   0.110331  0.118154  0.121742  0.125044   0.130288  0.000151
t_subj(AN.neutral).14             0.481617  0.015601   0.449875  0.471441  0.482118  0.492018    0.51031  0.000407
t_subj(AN.neutral).19             0.244133  0.017001   0.206016  0.234101  0.245202  0.256147   0.273715  0.000596
t_subj(AN.neutral).20             0.196874  0.020405   0.159065  0.178164  0.201834  0.214135   0.227038  0.000969
t_subj(AN.neutral).21             0.146029   0.00439   0.136462  0.143246  0.146485  0.149267   0.153269  0.000129
t_subj(AN.neutral).24              0.25421  0.008389    0.23709  0.248787  0.254461   0.25984   0.270147  0.000274
t_subj(AN.neutral).25             0.330186  0.004753   0.320015  0.327238  0.330706  0.333538   0.338624   0.00015
t_subj(AN.neutral).26             0.204285  0.007793   0.186679  0.199254  0.204929  0.209856   0.217521  0.000222
t_subj(AN.neutral).28             0.266812  0.007892   0.249958  0.262068  0.267187  0.272196   0.280821  0.000216
t_subj(AN.neutral).31             0.258031   0.00889   0.238786  0.252474  0.258827   0.26438   0.273333  0.000295
t_subj(AN.neutral).32             0.129504  0.008023   0.112905  0.124398  0.129975  0.135104   0.143607  0.000276
t_subj(AN.neutral).34             0.176099  0.007675   0.159682   0.17148  0.177075  0.181344     0.1889  0.000247
t_subj(AN.neutral).35             0.208877   0.01231   0.184655  0.200257  0.209284  0.218031   0.231543   0.00039
t_subj(AN.neutral).36             0.145488  0.008767   0.128294  0.139084  0.146044  0.152309   0.160238  0.000301
t_subj(AN.neutral).38             0.182977  0.013803   0.152809  0.174721  0.184221  0.192408   0.207231  0.000407
t_subj(AN.neutral).40             0.166241  0.012186   0.142312  0.157603  0.165577  0.174932     0.1896  0.000389
t_subj(AN.neutral).41             0.101466  0.008507   0.083186   0.09602  0.101971  0.107606   0.116008  0.000274
t_subj(AN.neutral).42             0.185815  0.005156   0.170262  0.183774  0.186599  0.189075   0.192449  0.000222
t_subj(AN.neutral).48             0.202332  0.009898   0.184062  0.196173   0.20172  0.208075   0.223686  0.000321
t_subj(AN.neutral).50             0.214053  0.004198   0.205673  0.211438  0.214077  0.216463   0.223153  0.000135
t_subj(AN.neutral).51             0.168346  0.015107   0.133953  0.161816  0.173254  0.179089   0.187682  0.000703
t_subj(AN.neutral).54             0.103898  0.010126   0.081964  0.097386  0.104393  0.110845   0.121948  0.000309
t_subj(AN.neutral).56             0.191567   0.00508   0.178978  0.189049  0.192171  0.194909   0.199771  0.000157
t_subj(AN.neutral).58             0.086379  0.011309   0.062396  0.079081  0.086542  0.094231   0.107146  0.000352
t_subj(AN.neutral).59             0.138332  0.010383   0.116046  0.131742  0.139114  0.145688   0.156646  0.000311
t_subj(AN.neutral).62             0.201204  0.007849   0.183929  0.196387  0.201647  0.206313   0.216106   0.00024
t_subj(AN.neutral).294            0.158163  0.005947   0.147305    0.1542  0.157781  0.161734   0.170902  0.000197
t_subj(AN.neutral).295            0.539529  0.011752   0.515921  0.532473  0.540196  0.546939   0.562679  0.000364
t_subj(AN_R.food).2               0.121654  0.005555   0.109286   0.11816   0.12222  0.125601   0.131008  0.000212
t_subj(AN_R.food).3               0.137326  0.007777   0.120942  0.132443  0.137923  0.143093   0.150558  0.000246
t_subj(AN_R.food).5                0.19178  0.007322   0.175988  0.187186  0.192365  0.196909   0.204663  0.000256
t_subj(AN_R.food).8                0.21201  0.014584   0.179881  0.202878  0.212756   0.22263    0.23831    0.0004
t_subj(AN_R.food).22              0.203609  0.018299   0.170447  0.190694   0.20263  0.216777   0.237912  0.000614
t_subj(AN_R.food).29              0.597025  0.025739   0.544425  0.578508  0.599917  0.614898   0.648286  0.000751
t_subj(AN_R.food).47               0.26866  0.004431   0.258594  0.266018  0.269217   0.27186   0.275867  0.000152
t_subj(AN_R.food).49              0.113324  0.019267    0.08044  0.102063  0.111481   0.12159   0.167509  0.000658
t_subj(AN_R.food).55              0.249658  0.008617   0.230294  0.244678  0.250289  0.255478   0.265188    0.0003
t_subj(AN_R.neutral).2            0.119624  0.006416   0.105697  0.115895  0.120239  0.124085   0.130732  0.000179
t_subj(AN_R.neutral).3            0.135414    0.0071   0.119564  0.131403  0.135949   0.14056   0.146911   0.00022
t_subj(AN_R.neutral).5            0.212465  0.006449   0.199167  0.208181  0.212313  0.217439   0.224095  0.000253
t_subj(AN_R.neutral).8            0.202746  0.011461   0.178112  0.195835   0.20317  0.210005   0.223185  0.000361
t_subj(AN_R.neutral).22           0.152213  0.016337   0.119477  0.141412  0.153222  0.164624   0.180745  0.000536
t_subj(AN_R.neutral).29           0.196166  0.011188   0.173152  0.189074  0.197042  0.204317   0.215427  0.000402
t_subj(AN_R.neutral).47           0.147764  0.005997   0.136028  0.143746  0.147519  0.151769   0.159282  0.000159
t_subj(AN_R.neutral).49           0.138637   0.01093   0.116148   0.13174   0.13884  0.145919   0.159161  0.000313
t_subj(AN_R.neutral).55            0.23814  0.006267   0.224516   0.23447  0.238619  0.242676   0.248491  0.000206
t_subj(AN_R.neutral).293            0.1181  0.012705   0.092693  0.110234  0.118348  0.126041   0.144908  0.000402
t_subj(BN.food).4                 0.158316  0.023788   0.123146   0.14303  0.153093  0.167448   0.217432  0.000986
t_subj(BN.food).15                0.159145  0.022438    0.11812  0.143008  0.157496  0.175851    0.20597  0.000766
t_subj(BN.food).16                0.177143   0.01325   0.151418  0.169335  0.176911  0.185084   0.206332  0.000457
t_subj(BN.food).17                 0.25379  0.012772   0.226658  0.245377  0.254448  0.262594     0.2776  0.000387
t_subj(BN.food).23                0.188894  0.011219   0.166364  0.180686  0.189794  0.197548   0.207685  0.000329
t_subj(BN.food).33                0.153481  0.014737   0.125006  0.143703  0.152645  0.162995   0.183247  0.000498
t_subj(BN.food).43                0.239087  0.014565   0.209125  0.228372  0.241161  0.250802   0.261901  0.000605
t_subj(BN.food).45                 0.07631  0.012089   0.050594  0.068506  0.077394  0.085078   0.097476  0.000392
t_subj(BN.food).46                  0.1192  0.007115   0.103853  0.114487  0.119918  0.124264   0.131418  0.000236
t_subj(BN.food).52                0.186588  0.015062   0.157957    0.1751  0.185657  0.199143   0.213305  0.000533
t_subj(BN.food).53                0.066153  0.014631   0.037267  0.056622  0.066137  0.076582   0.094225  0.000414
t_subj(BN.food).57                0.119603  0.005487   0.107623  0.116384  0.120109  0.123444   0.128716  0.000235
t_subj(BN.neutral).4              0.239874  0.012808   0.213893  0.231563  0.240517  0.248722   0.262964   0.00038
t_subj(BN.neutral).16             0.151732  0.007774   0.136011  0.146684  0.151796  0.156788   0.166835  0.000229
t_subj(BN.neutral).17             0.343559  0.020702     0.2902  0.333526  0.347716  0.358866   0.371308  0.000924
t_subj(BN.neutral).23             0.127086  0.006647   0.113459   0.12304  0.127313  0.131536   0.139394  0.000224
t_subj(BN.neutral).33             0.165332  0.013173   0.145769  0.155517  0.161113  0.178069   0.190244  0.000605
t_subj(BN.neutral).45             0.237118   0.01862    0.20194  0.222615  0.238366   0.25243   0.268197  0.000533
t_subj(BN.neutral).46             0.197787  0.004139   0.188769  0.195141  0.198118  0.200742   0.205001  0.000147
t_subj(BN.neutral).52             0.180013  0.004566   0.170407  0.177541  0.180236  0.182636   0.189938  0.000165
t_subj(BN.neutral).53             0.104977   0.00867   0.087282   0.09914  0.105359  0.110967   0.120769  0.000264
t_subj(BN.neutral).57             0.088799  0.009026   0.069213  0.082791  0.089544  0.095242    0.10507  0.000336
t_subj(BN_R.food).18               0.12017   0.01689   0.085248  0.109398  0.121368  0.131926   0.149948  0.000584
t_subj(BN_R.food).27              0.142746  0.008546   0.123793  0.137587  0.143523  0.148787   0.157109  0.000301
t_subj(BN_R.food).39               0.27141  0.011767   0.245634  0.264404  0.272581  0.279638   0.291234  0.000406
t_subj(BN_R.food).44              0.146539  0.012855   0.123006  0.137996  0.145577  0.154575    0.17347  0.000506
t_subj(BN_R.food).60              0.203632  0.005522   0.191808  0.200273   0.20407   0.20738   0.213291  0.000183
t_subj(BN_R.neutral).18           0.147258  0.012183   0.120223  0.139692  0.148089  0.155507   0.168378  0.000386
t_subj(BN_R.neutral).27           0.105218  0.011298   0.079552  0.097982  0.106134  0.113148   0.124888  0.000315
t_subj(BN_R.neutral).39           0.284478  0.006713   0.268935  0.280852  0.285031  0.289121   0.295282  0.000256
t_subj(BN_R.neutral).44           0.184958  0.007481   0.168459  0.180448  0.185701  0.190346   0.197362  0.000255
t_subj(BN_R.neutral).60           0.224288  0.013511   0.195404  0.215109  0.227167  0.234491   0.243931  0.000553
t_subj(HC.food).63                0.237782    0.0117   0.219187  0.230119   0.23572  0.242965   0.265236  0.000372
t_subj(HC.food).64                0.168956  0.016415   0.124192  0.163194  0.170271  0.180388   0.192718  0.000812
t_subj(HC.food).65                0.176363  0.012186   0.153076  0.167026  0.176808  0.185365   0.198955  0.000364
t_subj(HC.food).67                0.158633  0.010865   0.135842   0.15201  0.159054  0.166451   0.177286  0.000321
t_subj(HC.food).69                0.163527  0.009045   0.144047  0.157862  0.164563  0.169828   0.178739  0.000274
t_subj(HC.food).70                0.297926  0.004926   0.286653  0.295094  0.298374  0.301507   0.306157  0.000165
t_subj(HC.food).72                0.131545  0.009112   0.113114  0.125647  0.132023  0.137733   0.148907  0.000283
t_subj(HC.food).73                0.168729   0.01014   0.144832  0.164152  0.170283  0.175704   0.184042  0.000369
t_subj(HC.food).74                0.218217  0.014902   0.188646  0.208664  0.217596  0.227538   0.248634  0.000535
t_subj(HC.food).75                0.132802  0.015186   0.102984  0.122913   0.13218   0.14285   0.162335  0.000474
t_subj(HC.food).76                0.232462  0.012573   0.205205  0.224427  0.233032  0.240647   0.256511  0.000397
t_subj(HC.food).77                 0.12212  0.012014   0.096605  0.114434  0.122841  0.130415   0.143605    0.0004
t_subj(HC.food).78                0.129913  0.005714   0.117292  0.126475  0.130355  0.133727   0.139785  0.000175
t_subj(HC.food).79                0.188034  0.006594   0.173717  0.183976  0.188312  0.192658   0.199818  0.000215
t_subj(HC.food).80                0.092652  0.009836   0.071496  0.086228  0.093581  0.099527   0.110055  0.000327
t_subj(HC.food).81                0.093782   0.01108   0.070424  0.086796  0.094477  0.101762   0.114042  0.000359
t_subj(HC.food).82                0.111753  0.011748   0.086677  0.104401   0.11285  0.120079   0.132229  0.000302
t_subj(HC.food).83                0.160393  0.007646   0.143471   0.15586  0.161167  0.165845   0.173171  0.000255
t_subj(HC.food).85                 0.12586  0.015072   0.093105  0.116087  0.126566  0.136241   0.153395  0.000481
t_subj(HC.food).86                0.134854  0.009822   0.112198  0.129079  0.135415   0.14193   0.151518  0.000329
t_subj(HC.food).88                0.204772  0.007357   0.182823  0.201942  0.206075  0.209503   0.215019  0.000326
t_subj(HC.food).89                0.098134  0.010538   0.076096  0.091264  0.098962  0.105485   0.116136  0.000354
t_subj(HC.food).90                0.219888  0.005456   0.208281  0.216702  0.220367   0.22358   0.229055  0.000182
t_subj(HC.food).91                0.182853  0.005499   0.171023  0.179595  0.183436  0.186759   0.192168  0.000205
t_subj(HC.food).93                0.122253   0.00671   0.107896  0.118193  0.122725  0.127013   0.134056  0.000218
t_subj(HC.food).94                0.076407  0.012161   0.052044  0.068187  0.077217   0.08478   0.099008  0.000349
t_subj(HC.food).95                0.150662  0.016121   0.117746  0.141661  0.149428  0.157946   0.186594  0.000526
t_subj(HC.food).97                0.112307  0.011755   0.087467  0.105326  0.112915  0.120314   0.133014  0.000334
t_subj(HC.food).98                0.167847  0.008567   0.147263  0.163274  0.168531  0.173635   0.182248  0.000259
t_subj(HC.food).99                0.131971  0.011686    0.10666  0.124961  0.132874  0.139815   0.152608  0.000405
t_subj(HC.food).100               0.100663  0.008867   0.081517  0.094956  0.101519  0.106772    0.11688  0.000253
t_subj(HC.food).101               0.126541  0.011702   0.101605  0.119109  0.127258  0.134833   0.146493  0.000417
t_subj(HC.food).103               0.267917  0.008537   0.245864  0.263545  0.268726  0.273261   0.283012  0.000309
